Census Tract,California County,ZIP,Approximate Location,Longitude,Latitude,Traffic
6059099249,Orange ,92704,Santa Ana,-117.9165724,33.7429733,1503.820388
6037602404,Los Angeles,90250,Hawthorne,-118.3481533,33.906025,1387.856908
6107002904,Tulare ,93274,Tulare,-119.3214124,36.1899328,694.2749084
6099002504,Stanislaus ,95307,Ceres,-120.9697851,37.5921181,1418.970849
6071006700,San Bernardino,92324,Colton,-117.3219438,34.083291,382.3534287
6029006100,Kern ,93561,Tehachapi,-118.4435603,35.1224846,421.7384909
6037480303,Los Angeles,91801,Alhambra,-118.1377177,34.0951421,668.2634776
6037482304,Los Angeles,91770,Rosemead,-118.0988908,34.0644299,831.8770251
6099001900,Stanislaus ,95354,Modesto,-120.9695762,37.6436844,701.8181676
6107001501,Tulare ,93221,Exeter,-119.1444506,36.3043939,388.4785295
6101050702,Sutter ,95953,Unincorporated Sutter County area,-121.6942945,39.241136,296.3000242
6081600600,San Mateo,94014,Daly City,-122.4665822,37.6975415,1921.94385
6057000600,Nevada ,95945,Unincorporated Nevada County area,-121.0349258,39.2143799,615.1289468
6037481606,Los Angeles,91803,Alhambra,-118.125985,34.0764499,994.8122205
6037900805,Los Angeles,93534,Lancaster,-118.1577319,34.6953144,849.7563434
6029005300,Kern ,93555,Unincorporated Kern County area,-117.7286899,35.7285096,356.1792157
6059099903,Orange ,92683,Westminster,-118.0116518,33.7667353,1725.562837
6037553503,Los Angeles,90723,Paramount,-118.1541186,33.9130459,2962.935863
6037275200,Los Angeles,90066,Los Angeles,-118.4198974,33.9953352,927.5001648
6065042404,Riverside ,92557,Moreno Valley,-117.2347522,33.943773,1033.521809
6075026403,San Francisco,94134,San Francisco,-122.4069033,37.7111894,629.6195023
6037275102,Los Angeles,90230,Los Angeles,-118.4112469,33.9979789,4328.559463
6055200301,Napa ,94559,Napa,-122.2740455,38.287748,614.2826736
6037554700,Los Angeles,90650,Norwalk,-118.0768827,33.8842945,1755.115016
6019005804,Fresno ,93611,Fresno,-119.6909521,36.7865743,555.8950965
6071002902,San Bernardino,92335,Fontana,-117.422734,34.1030715,588.1429725
6077003312,San Joaquin,95207,Stockton,-121.3014143,37.995688,1023.919476
6007001000,Butte ,95928,Chico,-121.8344873,39.7293637,776.5093353
6037461901,Los Angeles,91103,Pasadena,-118.1488613,34.1544547,1285.625271
6037501600,Los Angeles,90601,Whittier,-118.008555,33.9760214,878.9022136
6071010011,San Bernardino,92345,Hesperia,-117.2985044,34.4610778,1313.92775
6037310400,Los Angeles,91504,Burbank,-118.3354064,34.2026771,1683.19835
6019005409,Fresno ,93710,Fresno,-119.7632087,36.8194482,732.5685221
6087110200,Santa Cruz,95076,Watsonville,-121.7543133,36.9272406,579.2805526
6037183610,Los Angeles,90042,Los Angeles,-118.1948974,34.1140024,516.8397407
6083002702,Santa Barbara,93436,Lompoc,-120.4666395,34.6431155,324.5773695
6037553200,Los Angeles,90706,Bellflower,-118.1205611,33.9049648,767.0272784
6071001707,San Bernardino,91762,Ontario,-117.6602067,34.0453895,455.480992
6067008910,Sacramento ,95670,Rancho Cordova,-121.3112128,38.5930583,366.9401617
6037190402,Los Angeles,90027,Los Angeles,-118.3071514,34.1035491,1197.219916
6037480304,Los Angeles,91801,Alhambra,-118.1316021,34.0961677,806.805572
6037111302,Los Angeles,91325,Los Angeles,-118.5128425,34.2539511,706.3909661
6065030900,Riverside ,92504,Riverside,-117.4411265,33.9577091,1158.377475
6019006202,Fresno ,93657,Unincorporated Fresno County area,-119.5325383,36.718129,215.3816815
6037190202,Los Angeles,90028,Los Angeles,-118.3355353,34.1034022,1547.893209
6037501002,Los Angeles,90606,West Whittier-Los Nietos,-118.0620458,33.9822771,557.9497792
6071003401,San Bernardino,92335,Fontana,-117.413994,34.0994731,446.9779352
6071006603,San Bernardino,92324,Colton,-117.3367238,34.0821073,324.764337
6037543601,Los Angeles,90745,Carson,-118.2814216,33.8216423,2056.322565
6071001200,San Bernardino,91764,Ontario,-117.6461154,34.0794803,1873.061854
6073012200,San Diego,91950,Unincorporated San Diego County area,-117.0738536,32.6639283,1716.301546
6111004717,Ventura ,93033,Oxnard,-119.1486074,34.1719898,664.4340277
6037236000,Los Angeles,90008,Los Angeles,-118.3623219,34.0122748,1800.442793
6111008700,Ventura ,93030,Oxnard,-119.1860277,34.202819,763.0772326
6037702400,Los Angeles,90232,Culver City,-118.3843439,34.0251002,1193.216122
6037301204,Los Angeles,91202,Glendale,-118.2597444,34.161482,828.2015674
6019004216,Fresno ,93722,Fresno,-119.9214051,36.842753,1046.46177
6001407102,Alameda ,94601,Oakland,-122.2102385,37.7807761,325.1301786
6047001004,Merced ,95348,Merced,-120.477943,37.3183669,1024.716302
6065041403,Riverside ,92503,Riverside,-117.4611828,33.8973389,1817.147746
6077003409,San Joaquin,95210,Stockton,-121.285182,38.0025906,927.6303663
6067008703,Sacramento ,95670,Gold River,-121.2329326,38.6248503,2587.411564
6067005506,Sacramento ,95825,Arden-Arcade,-121.4107461,38.5926289,909.1357376
6037106405,Los Angeles,91342,Los Angeles,-118.4482929,34.3146809,1168.006689
6029003205,Kern ,93313,Bakersfield,-119.0427006,35.2885017,1042.07157
6037104103,Los Angeles,91342,Los Angeles,-118.3925764,34.2820993,2019.065361
6071007409,San Bernardino,92346,San Bernardino,-117.2108858,34.1248922,735.9504795
6037212305,Los Angeles,90005,Los Angeles,-118.2981624,34.0561038,967.9892987
6037920337,Los Angeles,91321,Santa Clarita,-118.5128742,34.3736616,1818.521671
6059110201,Orange ,90620,Buena Park,-118.0152589,33.8355687,1066.868475
6013303204,Contra Costa,94513,Brentwood,-121.7087615,37.9289646,894.3641338
6037430002,Los Angeles,91010,Duarte,-117.9554107,34.1393519,1632.262938
6037543304,Los Angeles,90746,Carson,-118.2413562,33.8522481,647.2661578
6037187101,Los Angeles,90039,Los Angeles,-118.2602407,34.1160806,2339.096356
6065048902,Riverside ,92551,Moreno Valley,-117.2217753,33.8974314,625.6158405
6013329000,Contra Costa,94520,Concord,-122.0338936,37.9947441,2698.410811
6037195903,Los Angeles,90026,Los Angeles,-118.2824401,34.0808128,2792.874727
6007003002,Butte ,95965,Oroville,-121.5601305,39.477074,511.238113
6019003808,Fresno ,93722,Unincorporated Fresno County area,-119.8712132,36.7590356,177.1207425
6047002600,Merced ,95341,Unincorporated Merced County area,-120.4047796,37.2895999,234.4773423
6099000404,Stanislaus ,95356,Modesto,-120.9854187,37.6999879,749.162807
6053014102,Monterey ,93933,Marina,-121.8005663,36.6645043,1206.752397
6073002705,San Diego,92105,San Diego,-117.0835759,32.7338692,792.5111692
6073015801,San Diego,92020,El Cajon,-116.9593301,32.796887,669.0729552
6099000801,Stanislaus ,95350,Modesto,-121.0032806,37.6798075,905.282161
6037550400,Los Angeles,90241,Downey,-118.0976911,33.9365565,6748.620369
6037139502,Los Angeles,91316,Los Angeles,-118.5263111,34.1628402,2134.796636
6037543321,Los Angeles,90747,Carson,-118.25076,33.8656664,1340.35796
6037534700,Los Angeles,90255,Walnut Park,-118.2147845,33.9682908,934.5029754
6037135114,Los Angeles,91303,Los Angeles,-118.603662,34.1904438,970.2703685
6067000800,Sacramento ,95814,Sacramento,-121.5044795,38.5770653,1215.510928
6037700102,Los Angeles,90046,West Hollywood,-118.3538978,34.0892775,1392.31803
6025010900,Imperial ,92250,Holtville,-115.3745809,32.8156455,183.5529155
6065044102,Riverside ,92220,Banning,-116.8940377,33.9307499,278.6716515
6085503204,Santa Clara,95111,San Jose,-121.8392542,37.2891788,1310.714365
6069000400,San Benito,95023,Hollister,-121.4054324,36.847764,554.9322918
6033000802,Lake ,95422,Clearlake,-122.6403151,38.9565553,216.3617394
6065040605,Riverside ,91752,Jurupa Valley,-117.5140276,33.9962787,259.8075403
6085503113,Santa Clara,95110,San Jose,-121.8808148,37.3157311,1453.702342
6029006404,Kern ,93241,Weedpatch,-118.911723,35.2390042,182.2676897
6037134901,Los Angeles,91335,Los Angeles,-118.5606591,34.1873507,1121.291001
6037117202,Los Angeles,91343,Los Angeles,-118.4788675,34.2429124,2117.010972
6059087103,Orange ,92804,Anaheim,-117.9487797,33.8264301,1028.034721
6073003101,San Diego,92114,San Diego,-117.0801318,32.6994123,473.2789977
6065043517,Riverside ,92582,San Jacinto,-117.0240132,33.8219345,770.6832853
6037203710,Los Angeles,90033,Los Angeles,-118.2009322,34.0498932,1116.544254
6047000303,Merced ,95334,Unincorporated Merced County area,-120.7492817,37.3413009,359.9753442
6037571400,Los Angeles,90712,Lakewood,-118.1600342,33.8351031,917.7631279
6037211420,Los Angeles,90004,Los Angeles,-118.3029424,34.0726364,1085.19331
6077005108,San Joaquin,95336,Manteca,-121.2222157,37.8041434,530.706833
6059074501,Orange ,92701,Santa Ana,-117.856975,33.7385343,513.891605
6071001804,San Bernardino,91761,Ontario,-117.6439623,34.0248561,2504.456535
6071008001,San Bernardino,92374,Redlands,-117.1893601,34.0811964,1279.966947
6037134905,Los Angeles,91371,Los Angeles,-118.5842954,34.1833588,1082.964955
6037482101,Los Angeles,91754,Monterey Park,-118.1353858,34.0587488,771.0013989
6073013306,San Diego,91911,Chula Vista,-117.0400229,32.6036598,1870.378534
6053014500,Monterey ,93901,Salinas,-121.6367228,36.6483701,926.9444068
6037109400,Los Angeles,91345,Los Angeles,-118.4556969,34.2687178,2243.427021
6077003106,San Joaquin,95219,Stockton,-121.362321,38.0003872,1511.988038
6059099701,Orange ,92655,Midway City,-117.9852856,33.7483608,1056.965749
6037543703,Los Angeles,90745,Carson,-118.2701989,33.8026513,831.9329382
6037102107,Los Angeles,91040,Los Angeles,-118.3395158,34.2409055,1594.259505
6037408303,Los Angeles,90601,Avocado Heights,-118.0053624,34.0341304,1470.394891
6055200501,Napa ,94558,Napa,-122.3010777,38.3110736,1368.274616
6037910601,Los Angeles,93550,Palmdale,-118.0773655,34.5829354,518.7873189
6071010025,San Bernardino,92395,Victorville,-117.3247037,34.4831244,1698.158249
6037270300,Los Angeles,90034,Los Angeles,-118.3718243,34.0405392,2060.497256
6071000808,San Bernardino,91786,Upland,-117.6396784,34.1124251,694.6644823
6001436900,Alameda ,94541,Hayward,-122.1097202,37.6603503,3329.50788
6019005704,Fresno ,93612,Clovis,-119.691083,36.8160111,688.1150054
6013306004,Contra Costa,94509,Antioch,-121.7845356,38.0085744,503.3501066
6077003217,San Joaquin,95209,Stockton,-121.3549153,38.0224563,2179.3569
6085501700,Santa Clara,95110,San Jose,-121.8863954,37.3232689,1765.959883
6037197410,Los Angeles,90026,Los Angeles,-118.2504362,34.0929176,2810.898503
6037408141,Los Angeles,91744,South San Jose Hills,-117.8924325,34.008773,1178.895849
6059086903,Orange ,92804,Anaheim,-117.9890346,33.8247749,1478.831901
6073012003,San Diego,91950,National City,-117.0744466,32.6801039,2112.281952
6059001301,Orange ,90631,La Habra,-117.9678496,33.9227729,1430.729971
6037502901,Los Angeles,90605,South Whittier,-118.0409409,33.9459765,901.2511431
6073016000,San Diego,92020,El Cajon,-116.9804886,32.7886293,1229.777006
6037143604,Los Angeles,91604,Los Angeles,-118.3681384,34.1420581,2535.205773
6073009201,San Diego,92123,San Diego,-117.146338,32.8015387,1880.536201
6037554511,Los Angeles,90703,Cerritos,-118.0387822,33.8799253,985.0422998
6111004506,Ventura ,93033,Oxnard,-119.1821358,34.1511164,539.623068
6037297601,Los Angeles,90731,Los Angeles,-118.2857001,33.7081194,306.2377322
6019003104,Fresno ,93727,Fresno,-119.7157537,36.7809252,648.1634978
6065031703,Riverside ,92503,Riverside,-117.4379056,33.9098243,1516.264921
6107002302,Tulare ,93274,Tulare,-119.3219739,36.2189133,775.0294247
6077003308,San Joaquin,95207,Stockton,-121.308748,37.9905867,962.7770276
6037234000,Los Angeles,90008,Los Angeles,-118.3214867,34.0120868,720.5460389
6073016302,San Diego,92021,El Cajon,-116.9433532,32.8039448,894.1236837
6065043812,Riverside ,92223,Beaumont,-116.9530089,33.8767216,1627.105927
6031001500,Kings ,93212,Corcoran,-119.5738328,36.1028669,196.2719361
6059087601,Orange ,92802,Anaheim,-117.941414,33.8142414,846.9407773
6083002101,Santa Barbara,93454,Santa Maria,-120.4266148,34.9494695,695.1412336
6053000502,Monterey ,93905,Salinas,-121.6341984,36.6844661,1017.994353
6037402002,Los Angeles,91711,Claremont,-117.7134071,34.0874081,1868.527374
6037503201,Los Angeles,90604,South Whittier,-118.0266537,33.9324918,623.4431396
6037404902,Los Angeles,91706,Baldwin Park,-117.9791262,34.0869771,794.2881023
6099003202,Stanislaus ,95363,Patterson,-121.1449685,37.4647933,162.8066489
6085504602,Santa Clara,95002,San Jose,-121.9948126,37.4495367,2700.881064
6037211802,Los Angeles,90010,Los Angeles,-118.3047254,34.0635374,1130.542609
6001408600,Alameda ,94605,Oakland,-122.1823031,37.7661964,475.3517228
6037195901,Los Angeles,90029,Los Angeles,-118.2823148,34.0887786,642.6676625
6073010110,San Diego,92154,San Diego,-117.0885683,32.5703957,926.3005919
6001436800,Alameda ,94544,Hayward,-122.0944503,37.6535732,3216.078651
6095252605,Solano ,94533,Fairfield,-122.0396821,38.2655647,881.8960679
6065045900,Riverside ,92225,Unincorporated Riverside County area,-114.6691382,33.5281628,171.5232613
6037115301,Los Angeles,91324,Los Angeles,-118.548089,34.2422846,1031.761495
6059001504,Orange ,92821,Brea,-117.890759,33.9160273,2484.895417
6081604200,San Mateo,94066,San Bruno,-122.4061516,37.6273351,2942.145179
6037207501,Los Angeles,90012,Los Angeles,-118.2529675,34.0564422,2302.009188
6095252702,Solano ,94585,Unincorporated Solano County area,-121.9839893,38.1435924,721.4000639
6111002905,Ventura ,93030,Unincorporated Ventura County area,-119.2319857,34.2098935,875.7186497
6067003800,Sacramento ,95822,Sacramento,-121.4931707,38.5073142,765.8890932
6037236400,Los Angeles,90008,Los Angeles,-118.3512616,34.0067001,1180.704377
6037139301,Los Angeles,91356,Los Angeles,-118.5581266,34.1781538,2934.117082
6071002602,San Bernardino,92337,Fontana,-117.4982025,34.0426943,629.0441445
6001436602,Alameda ,94544,Hayward,-122.0851818,37.65183,1145.722001
6053001801,Monterey ,93907,Salinas,-121.6700057,36.6893565,968.6166952
6071004507,San Bernardino,92407,Unincorporated San Bernardino County area,-117.3017356,34.168967,515.509608
6037405702,Los Angeles,91722,Covina,-117.9121142,34.0923121,927.5630022
6073002903,San Diego,92115,San Diego,-117.0553352,32.7498573,987.9389617
6107001902,Tulare ,93277,Visalia,-119.2990915,36.302965,555.1811423
6025011802,Imperial ,92243,El Centro,-115.5741155,32.7833677,881.1018844
6065041909,Riverside ,92881,El Cerrito,-117.522205,33.8381856,1595.525525
6037900803,Los Angeles,93534,Lancaster,-118.1569902,34.7127561,NA
6037297201,Los Angeles,90731,Los Angeles,-118.2914165,33.7249036,496.3663214
6077003601,San Joaquin,95215,Unincorporated San Joaquin County area,-121.2262076,37.9949416,595.0515444
6037302102,Los Angeles,91205,Glendale,-118.2363625,34.1347576,1684.098156
6059063701,Orange ,92627,Costa Mesa,-117.9275368,33.648434,1128.177521
6073014500,San Diego,91941,La Mesa,-117.0438659,32.7495164,1542.474546
6037216900,Los Angeles,90019,Los Angeles,-118.3631083,34.0499363,1179.175728
6037311600,Los Angeles,91505,Burbank,-118.3390315,34.1531211,2112.611014
6067005102,Sacramento ,95828,Florin,-121.3831371,38.4891675,770.9806575
6077004308,San Joaquin,95240,Lodi,-121.2760564,38.1085229,569.6688373
6001432502,Alameda ,94577,San Leandro,-122.1734869,37.7234343,3393.346788
6077005305,San Joaquin,95376,Tracy,-121.4382804,37.758114,1566.97497
6071000208,San Bernardino,91763,Montclair,-117.6895559,34.0704075,590.1476466
6107001005,Tulare ,93291,Visalia,-119.3587347,36.3345065,847.2240901
6013372000,Contra Costa,94804,Richmond,-122.3399755,37.9485499,726.6201394
6037408402,Los Angeles,91745,Hacienda Heights,-118.0024823,34.0145909,3105.995355
6065042621,Riverside ,92555,Moreno Valley,-117.2002245,33.9319935,1513.809802
6065040808,Riverside ,92880,Corona,-117.5770354,33.8991933,453.766331
6065042511,Riverside ,92553,Moreno Valley,-117.2480601,33.919149,665.6026543
6081600800,San Mateo,94015,Daly City,-122.4802873,37.7001002,1905.999781
6037910201,Los Angeles,93551,Palmdale,-118.1350954,34.615092,1212.426791
6037212410,Los Angeles,90005,Los Angeles,-118.3022262,34.0595607,983.7420825
6037195902,Los Angeles,90026,Los Angeles,-118.2791664,34.0871531,1333.167334
6065045605,Riverside ,92274,Oasis,-116.1437183,33.5349272,253.4910437
6077003310,San Joaquin,95210,Stockton,-121.3141008,38.0245526,1058.263137
6077004701,San Joaquin,95237,Lockeford,-121.1494646,38.1621306,473.1601022
6001431000,Alameda ,94546,Castro Valley,-122.0784575,37.6929313,2668.377706
6037234200,Los Angeles,90018,Los Angeles,-118.3311523,34.0164074,885.5203515
6037407400,Los Angeles,91790,West Covina,-117.9577635,34.0523638,505.402457
6059074103,Orange ,92707,Santa Ana,-117.8809064,33.7217274,896.5682369
6037601301,Los Angeles,90302,Inglewood,-118.363824,33.9791778,899.6317449
6037550500,Los Angeles,90240,Downey,-118.1063383,33.9502684,2943.798936
6065045207,Riverside ,92201,Indio,-116.2405275,33.7074307,893.9468291
6037407900,Los Angeles,91744,Valinda,-117.9273307,34.0421045,393.4645618
6037128801,Los Angeles,91411,Los Angeles,-118.4651573,34.1682378,4505.920793
6037650901,Los Angeles,90501,Torrance,-118.3181299,33.8382367,1027.403849
6067003501,Sacramento ,95822,Sacramento,-121.4883176,38.5331684,590.8619821
6001422000,Alameda ,94710,Berkeley,-122.3013426,37.8590327,2704.601212
6037460900,Los Angeles,91103,Pasadena,-118.1602397,34.1761857,1099.468197
6031001401,Kings ,93212,Corcoran,-119.5624953,36.0861268,211.1984084
6065040809,Riverside ,92879,Corona,-117.5555915,33.8928291,1640.121861
6071000501,San Bernardino,91710,Chino,-117.7068103,34.0262054,1777.480432
6037222500,Los Angeles,90018,Los Angeles,-118.3045508,34.0218497,1088.668415
6037481605,Los Angeles,91801,Alhambra,-118.1255878,34.0719031,2706.298377
6037900704,Los Angeles,93534,Lancaster,-118.1346836,34.6528656,939.2577506
6037106406,Los Angeles,91342,Los Angeles,-118.4590006,34.3228508,1122.159589
6113010201,Yolo ,95691,West Sacramento,-121.5229093,38.5728417,920.5668425
6059074407,Orange ,92705,Santa Ana,-117.8422033,33.7378844,2116.751739
6071010700,San Bernardino,92363,Unincorporated San Bernardino County area,-114.6750382,34.8240667,553.0131382
6019003804,Fresno ,93722,Unincorporated Fresno County area,-119.8713084,36.7790926,221.2039606
6067001800,Sacramento ,95817,Sacramento,-121.4637479,38.5542221,1349.530422
6037207710,Los Angeles,90017,Los Angeles,-118.2616851,34.0468661,1840.040757
6013336202,Contra Costa,94520,Concord,-122.0446085,37.9550364,1030.063773
6073010502,San Diego,91932,Imperial Beach,-117.1129542,32.5860463,887.932626
6037407301,Los Angeles,91744,West Puente Valley,-117.958718,34.0454982,529.9271667
6001438300,Alameda ,94545,Hayward,-122.088523,37.6282241,2478.050427
6077003216,San Joaquin,95209,Stockton,-121.3526635,38.0244365,1212.967818
6037501504,Los Angeles,90601,Whittier,-118.0369951,33.9792515,629.0053181
6001427200,Alameda ,94501,Alameda,-122.2529164,37.7847324,549.9155474
6113010800,Yolo ,95776,Woodland,-121.7607119,38.6846131,436.5442945
6053000400,Monterey ,93906,Salinas,-121.6498809,36.6928867,1388.77665
6065040405,Riverside ,92509,Jurupa Valley,-117.4673294,33.9886544,708.1436596
6065043308,Riverside ,92544,East Hemet,-116.9520967,33.7440141,557.7145409
6037650003,Los Angeles,90504,Torrance,-118.3390052,33.8758587,2562.838134
6085504319,Santa Clara,95133,San Jose,-121.8672939,37.3736366,1702.987845
6053014000,Monterey ,93955,Sand City,-121.848484,36.6152554,1381.135575
6073010300,San Diego,91932,Imperial Beach,-117.1144635,32.575638,316.2059384
6037267300,Los Angeles,90025,Los Angeles,-118.4496946,34.045202,5485.820467
6001437200,Alameda ,94545,Hayward,-122.1115983,37.6431726,1289.714888
6053000600,Monterey ,93905,Salinas,-121.6171939,36.6799302,469.6040359
6067007011,Sacramento ,95833,Sacramento,-121.5081768,38.6170872,2158.417465
6053010804,Monterey ,93926,Gonzales,-121.4841399,36.4990122,659.2166874
6029000903,Kern ,93306,Bakersfield,-118.9550626,35.4034052,547.0119702
6059087703,Orange ,92804,Unincorporated Orange County area,-117.9632386,33.8104078,864.1412734
6037600704,Los Angeles,90305,Inglewood,-118.3237463,33.9545341,1033.735035
6047001200,Merced ,95340,Unincorporated Merced County area,-120.4472741,37.3136674,448.1613646
6107002008,Tulare ,93277,Visalia,-119.3406647,36.3236674,794.9030717
6073010005,San Diego,92173,San Diego,-117.0496159,32.5641527,730.9026768
6037106112,Los Angeles,91342,Los Angeles,-118.4124465,34.3054778,1002.147964
6037408006,Los Angeles,91792,West Covina,-117.9014438,34.03455,949.134171
6073013312,San Diego,91911,Chula Vista,-117.0326038,32.6009941,1418.588966
6065041906,Riverside ,92882,Corona,-117.5971368,33.870484,1609.481878
6071002207,San Bernardino,91739,Rancho Cucamonga,-117.5314807,34.0931847,1982.252878
6007003001,Butte ,95966,Oroville,-121.5403556,39.4956403,459.6372474
6069000702,San Benito,95023,Unincorporated San Benito County area,-121.4128378,36.8305526,632.4772488
6059052411,Orange ,92630,Lake Forest,-117.7041363,33.6236733,2670.927815
6073010012,San Diego,92173,San Diego,-117.0584994,32.5607791,855.1863858
6077003313,San Joaquin,95207,Stockton,-121.2955499,37.9973494,1067.040364
6029005501,Kern ,93555,Unincorporated Kern County area,-117.8250807,35.5740597,117.8653994
6067004402,Sacramento ,95820,Fruitridge Pocket,-121.4602788,38.532368,466.786112
6037222700,Los Angeles,90007,Los Angeles,-118.2856809,34.0209197,2177.071598
6065041301,Riverside ,92505,Riverside,-117.4846527,33.9292791,345.9116116
6037576601,Los Angeles,90802,Long Beach,-118.1799258,33.7665662,774.9986068
6085503121,Santa Clara,95125,San Jose,-121.8725149,37.3061692,1588.78273
6103000700,Tehama ,96080,Red Bluff,-122.2426817,40.1524476,505.425398
6073002708,San Diego,92115,San Diego,-117.0830585,32.7531727,868.8623378
6065049500,Riverside ,92201,Indio,-116.2106697,33.7098989,597.658811
6085500902,Santa Clara,95112,San Jose,-121.8796401,37.3330035,400.7654529
6071000606,San Bernardino,91710,Chino,-117.6740258,34.0155355,465.4653688
6001440301,Alameda ,94587,Union City,-122.0427542,37.6011866,1580.155108
6037402705,Los Angeles,91767,Pomona,-117.7311684,34.071705,246.9911674
6065043307,Riverside ,92543,Hemet,-116.9786785,33.7246399,453.3928661
6037462002,Los Angeles,91103,Pasadena,-118.1483611,34.1633406,556.6775177
6037503106,Los Angeles,90604,South Whittier,-118.0236715,33.9207603,890.8290438
6059099410,Orange ,92647,Huntington Beach,-117.9979307,33.7265017,1245.560855
6037128910,Los Angeles,91403,Los Angeles,-118.4585185,34.1616765,5520.677377
6029000506,Kern ,93308,Unincorporated Kern County area,-119.0832776,35.3924388,915.464745
6073010103,San Diego,92154,San Diego,-117.0958327,32.5996184,1614.326196
6085503402,Santa Clara,95122,San Jose,-121.8346802,37.3256266,4665.951002
6037109604,Los Angeles,91345,Los Angeles,-118.4653518,34.2615445,2696.231331
6071025100,San Bernardino,92332,Unincorporated San Bernardino County area,-114.8402003,34.5022634,186.3676593
6037503202,Los Angeles,90604,South Whittier,-118.0348881,33.9393795,804.5224868
6013302005,Contra Costa,94561,Oakley,-121.732928,37.9993161,447.2224779
6065041405,Riverside ,92503,Riverside,-117.4884574,33.8925283,2273.748343
6019004100,Fresno ,93723,Unincorporated Fresno County area,-119.9948664,36.795996,261.012729
6031001001,Kings ,93230,Hanford,-119.676661,36.331353,580.7150048
6059001402,Orange ,90631,La Habra,-117.9286916,33.9388223,905.6168035
6037102103,Los Angeles,91352,Los Angeles,-118.354188,34.2250793,2493.635495
6065051200,Riverside ,92590,Unincorporated Riverside County area,-117.2137708,33.4881171,3234.202064
6053001802,Monterey ,93907,Salinas,-121.6550166,36.6856848,1338.051894
6081600200,San Mateo,94014,Daly City,-122.4157229,37.704444,508.7469209
6037190301,Los Angeles,90028,Los Angeles,-118.315197,34.1037946,1990.921517
6067005402,Sacramento ,95815,Sacramento,-121.4317532,38.5897947,1720.945975
6019005405,Fresno ,93710,Fresno,-119.7677223,36.826646,1109.480195
6067003101,Sacramento ,95820,Sacramento,-121.4185883,38.5285812,702.1784676
6019005406,Fresno ,93710,Fresno,-119.7677341,36.8337758,1272.735175
6085500901,Santa Clara,95192,San Jose,-121.8840872,37.3351796,453.9320932
6065040821,Riverside ,92879,Corona,-117.528512,33.8910849,2437.411394
6013364002,Contra Costa,94806,Tara Hills,-122.317385,37.993894,1872.043176
6087110600,Santa Cruz,95076,Watsonville,-121.7840141,36.9289297,766.3438742
6065040606,Riverside ,91752,Jurupa Valley,-117.5145711,33.9827133,351.7799732
6075026402,San Francisco,94134,San Francisco,-122.403256,37.7164873,1605.537262
6085512043,Santa Clara,95111,San Jose,-121.8048672,37.2618681,2269.16268
6077005406,San Joaquin,95376,Tracy,-121.4305428,37.7326916,780.0428793
6037195300,Los Angeles,90027,Los Angeles,-118.2836893,34.0992506,1000.749302
6037650300,Los Angeles,90504,Torrance,-118.3493202,33.8661967,2005.721822
6019004801,Fresno ,93704,Fresno,-119.8120789,36.7842412,489.2037434
6037910712,Los Angeles,93552,Palmdale,-118.0525805,34.5516033,943.5433281
6071012700,San Bernardino,91761,Ontario,-117.5557735,34.0490461,2145.197558
6037603004,Los Angeles,90247,Gardena,-118.2965026,33.8933016,900.1875721
6071004403,San Bernardino,92410,San Bernardino,-117.3409608,34.0928313,363.8831561
6061020901,Placer ,95678,Roseville,-121.293307,38.7382,677.9130096
6013303103,Contra Costa,94513,Unincorporated Contra Costa County area,-121.6710171,37.9362987,447.1884036
6071012101,San Bernardino,92307,Apple Valley,-117.2235881,34.5925409,1026.534442
6073013206,San Diego,91911,Chula Vista,-117.0722501,32.5991876,757.4677276
6011000100,Colusa ,95912,College City,-122.0142763,39.003105,135.0264603
6013336101,Contra Costa,94520,Concord,-122.034523,37.9667876,999.3895499
6059087602,Orange ,92802,Anaheim,-117.9399623,33.804469,796.4983646
6077005135,San Joaquin,95336,Unincorporated San Joaquin County area,-121.2384835,37.8443852,699.6909452
6111000701,Ventura ,93060,Santa Paula,-119.0772575,34.3453966,711.8226354
6081612100,San Mateo,94303,Menlo Park,-122.1439038,37.459103,1895.185917
6001444601,Alameda ,94560,Newark,-122.0162378,37.5270492,2109.760416
6037124600,Los Angeles,91423,Los Angeles,-118.4269321,34.1620692,2582.884306
6001435400,Alameda ,94541,Hayward,-122.0831568,37.6739266,1150.800446
6037203800,Los Angeles,90063,Los Angeles,-118.1955756,34.0449856,533.5577286
6001405401,Alameda ,94606,Oakland,-122.2494562,37.7965384,327.8384915
6113011001,Yolo ,95695,Woodland,-121.7897061,38.673205,288.9704296
6059076102,Orange ,92868,Orange,-117.892793,33.7825729,2764.366209
6037482701,Los Angeles,91754,Monterey Park,-118.1397485,34.037622,2425.450584
6059063604,Orange ,92627,Costa Mesa,-117.9373909,33.6383219,637.1856331
6001433600,Alameda ,94579,San Leandro,-122.1437942,37.6860081,2203.925709
6073013409,San Diego,91910,Chula Vista,-117.0358624,32.6331941,1713.59615
6037920036,Los Angeles,91351,Santa Clarita,-118.4758577,34.4215429,1569.585812
6037702801,Los Angeles,90232,Culver City,-118.4102008,34.0114522,3041.06681
6073002703,San Diego,92115,San Diego,-117.0658125,32.7451078,836.8832454
6115040301,Yuba ,95901,Linda,-121.5380858,39.1329043,430.4960789
6073020500,San Diego,92025,Escondido,-117.0899733,33.1115032,935.7514848
