"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2004,1,734,154,144,32,1064
Riverside Sheriff's Dept.,Southwest Detention Center,2004,1,887,2,208,1,1098
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2004,1,135,0,1360,0,1495
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2004,1,0,0,0,28,28
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2004,1,1340,224,138,195,1897
San Benito Sheriff's Dept.,San Benito Adult Detention ,2004,1,55,8,47,6,116
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2004,1,778,125,60,3,966
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2004,1,135,13,775,177,1100
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2004,1,2523,339,254,48,3164
San Diego Sheriff's Dept.,Descanso Detention Facility,2004,1,27,0,254,0,281
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2004,1,83,0,415,0,498
San Diego Sheriff's Dept.,George Bailey Detention Facility,2004,1,891,0,353,0,1244
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2004,1,1,430,0,209,640
San Diego Sheriff's Dept.,San Diego Central Detention ,2004,1,700,0,182,0,882
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2004,1,441,0,58,0,499
San Diego Sheriff's Dept.,Vista Facility ,2004,1,654,72,156,14,896
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2004,1,0,0,195,19,214
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2004,1,197,84,30,33,344
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2004,1,312,35,43,9,399
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,2004,1,331,0,119,0,450
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2004,1,274,20,58,13,365
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2004,1,162,0,68,0,230
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2004,1,542,67,144,22,775
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2004,1,74,19,347,67,507
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2004,1,156,33,175,19,383
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2004,1,0,0,47,14,61
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2004,1,492,0,419,0,911
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2004,1,0,0,40,0,40
San Mateo Sheriff's Dept.,Womens Correctional Center ,2004,1,0,59,0,60,119
San Mateo Sheriff's Dept.,Womens Transitional Fac,2004,1,0,0,2,0,2
Santa Ana Police Dept.,Santa Ana Police Facility,2004,1,368,24,8,3,403
Santa Barbara Sheriff's Dept.,Medium Security Facility,2004,1,47,14,138,20,219
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2004,1,390,69,174,26,659
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2004,1,1330,0,835,0,2165
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2004,1,0,318,0,133,451
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2004,1,1055,0,170,0,1225
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,2004,1,0,0,171,0,171
Santa Clara Probation Dept.,Womens Residential Center- S. Jose ,2004,1,0,0,0,40,40
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2004,1,0,0,0,21,21
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2004,1,269,37,87,10,403
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2004,1,0,0,74,0,74
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2004,1,0,0,82,0,82
Shasta Sheriff's Dept.,Shasta County Main Jail ,2004,1,235,37,65,24,361
Sierra Sheriff's Dept.,Sierra County Jail ,2004,1,5,1,4,0,10
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2004,1,75,1,21,6,103
Solano Sheriff's Dept.,Claybank Facility ,2004,1,202,0,151,0,353
Solano Sheriff's Dept.,Solano County Justice Center ,2004,1,425,123,98,40,686
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2004,1,422,80,101,15,618
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2004,1,145,4,314,53,516
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2004,1,298,89,83,56,526
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2004,1,96,0,174,0,270
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2004,1,290,0,86,0,376
Sutter Sheriff's Dept.,Sutter County Jail ,2004,1,150,30,76,22,278
Tehama Sheriff's Dept.,Tehama County Jail ,2004,1,93,14,71,11,189
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2004,1,13,4,12,2,31
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2004,1,370,59,160,77,666
Tulare Sheriff's Dept.,Men's Correctional Facility,2004,1,86,0,207,0,293
Tulare Sheriff's Dept.,Tulare County Jail ,2004,1,197,0,55,0,252
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2004,1,61,12,50,20,143
Ventura Sheriff's Dept.,Todd Road Jail,2004,1,477,0,329,0,806
Ventura Sheriff's Dept.,Ventura County Main Jail ,2004,1,438,177,109,46,770
Ventura Work Furlough,Ventura County Work Furlough ,2004,1,0,0,68,19,87
Yolo Sheriff's Dept.,Leinberger Center ,2004,1,81,15,23,5,124
Yolo Sheriff's Dept.,Monroe Detention Center ,2004,1,234,38,14,6,292
Yuba Sheriff's Dept.,Yuba County Jail ,2004,1,266,87,64,11,428
Alameda Sheriff's Dept.,Community Re-Entry Center,2004,2,0,0,0,0,0
Alameda Sheriff's Dept.,Glen Dyer Jail,2004,2,190,0,17,0,207
Alameda Sheriff's Dept.,Santa Rita Jail,2004,2,2532,302,883,170,3887
Amador Sheriff's Dept.,Amador County Jail,2004,2,40,9,26,8,83
Butte Sheriff's Dept.,Butte County Jail,2004,2,267,45,170,31,513
Calaveras Sheriff's Dept.,Calaveras County Jail,2004,2,43,8,22,3,76
Colusa Sheriff's Dept.,Colusa County Jail,2004,2,21,4,21,4,50
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2004,2,0,0,119,0,119
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2004,2,432,7,224,4,667
Contra Costa Sheriff's Dept.,West County Detention Facility ,2004,2,506,121,193,46,866
Del Norte Sheriff's Dept.,Del Norte County Jail,2004,2,28,4,58,12,102
El Dorado Sheriff's Dept.,El Dorado County Jail,2004,2,97,12,104,15,228
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2004,2,48,4,46,8,106
Fresno Sheriff's Dept.,Fresno County Main Jail,2004,2,799,0,146,0,945
Fresno Sheriff's Dept.,Fresno County Satellite Jail,2004,2,0,0,206,0,206
Fresno Sheriff's Dept.,Fresno North Annex Jail,2004,2,996,0,196,0,1192
Fresno Sheriff's Dept.,Fresno South Annex Jail,2004,2,192,258,32,90,572
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2004,2,80,9,54,8,151
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2004,2,198,40,111,20,369
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2004,2,140,0,114,0,254
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2004,2,131,27,101,9,268
Inyo Sheriff's Dept.,Inyo County Jail,2004,2,27,5,38,14,84
Kern Sheriff's Dept.,Central Receiving Facility,2004,2,92,30,24,5,151
Kern Sheriff's Dept.,Lerdo Minimum,2004,2,463,4,374,96,937
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2004,2,772,148,139,62,1121
Kings Sheriff's Dept.,Kings County Branch Jail ,2004,2,50,13,55,18,136
Kings Sheriff's Dept.,Kings County Main Jail,2004,2,74,6,59,3,142
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2004,2,134,14,86,37,271
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2004,2,35,11,35,5,86
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2004,2,114,0,171,0,285
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2004,2,4757,0,1999,0,6756
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2004,2,2028,0,799,0,2827
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2004,2,787,0,248,0,1035
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2004,2,769,0,758,0,1527
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2004,2,1799,1482,526,456,4263
Madera Corrections Dept.,Madera Adult Correctional Fac,2004,2,170,20,101,12,303
Marin Sheriff's Dept.,Marin County Jail,2004,2,204,26,37,4,271
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2004,2,22,4,16,4,46
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2004,2,138,26,93,19,276
Merced Sheriff's Dept.,John Latorraca Correctional Center,2004,2,328,58,114,13,513
Merced Sheriff's Dept.,Merced County Jail ,2004,2,146,0,31,0,177
Modoc Sheriff's Dept.,Modoc County Jail,2004,2,17,2,8,3,30
Mono Sheriff's Dept.,Mono County Jail ,2004,2,13,2,16,2,33
Monterey Sheriff's Dept.,Monterey County Jail ,2004,2,461,84,150,54,749
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2004,2,132,0,275,0,407
Napa Corrections Dept.,Napa County Jail ,2004,2,47,7,157,30,241
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2004,2,74,11,70,12,167
Oakland Police Dept.,Oakland Jail,2004,2,119,24,0,0,143
Orange Sheriff's Dept.,Intake Release Center ,2004,2,281,145,153,156,735
Orange Sheriff's Dept.,James A Musick Facilities,2004,2,134,21,748,97,1000
Orange Sheriff's Dept.,Orange County Mens Jail ,2004,2,723,0,584,0,1307
Orange Sheriff's Dept.,Orange County Women's Jail,2004,2,0,143,0,191,334
Orange Sheriff's Dept.,Theo Lacy,2004,2,1121,0,857,0,1978
Placer Sheriff's Dept.,Placer County Main Jail ,2004,2,260,35,47,8,350
Placer Sheriff's Dept.,Placer County Minimum Security ,2004,2,7,3,111,24,145
Plumas Sheriff's Dept.,Plumas County Jail ,2004,2,26,3,24,5,58
Riverside Sheriff's Dept.,Blythe Jail ,2004,2,84,0,23,0,107
Riverside Sheriff's Dept.,Indio Jail ,2004,2,271,33,33,3,340
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2004,2,290,85,226,58,659
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2004,2,763,164,134,33,1094
Riverside Sheriff's Dept.,Southwest Detention Center,2004,2,909,1,196,1,1107
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2004,2,138,0,1427,0,1565
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2004,2,0,3,0,131,134
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2004,2,1400,244,134,110,1888
San Benito Sheriff's Dept.,San Benito Adult Detention ,2004,2,61,9,49,4,123
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2004,2,774,116,60,4,954
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2004,2,131,11,807,185,1134
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2004,2,2529,348,240,42,3159
San Diego Sheriff's Dept.,Descanso Detention Facility,2004,2,47,0,243,0,290
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2004,2,92,0,404,0,496
San Diego Sheriff's Dept.,George Bailey Detention Facility,2004,2,951,0,352,0,1303
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2004,2,1,435,1,220,657
San Diego Sheriff's Dept.,San Diego Central Detention ,2004,2,715,0,176,0,891
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2004,2,461,0,67,0,528
San Diego Sheriff's Dept.,Vista Facility ,2004,2,684,77,129,12,902
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2004,2,0,0,215,20,235
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2004,2,212,88,39,41,380
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2004,2,314,38,44,4,400
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,2004,2,321,0,105,0,426
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2004,2,284,19,54,11,368
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2004,2,164,0,67,0,231
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2004,2,567,87,134,17,805
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2004,2,66,18,378,70,532
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2004,2,176,33,190,18,417
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2004,2,0,0,48,15,63
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2004,2,518,0,416,0,934
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2004,2,0,0,44,0,44
San Mateo Sheriff's Dept.,Womens Correctional Center ,2004,2,0,74,0,64,138
San Mateo Sheriff's Dept.,Womens Transitional Fac,2004,2,0,0,6,0,6
Santa Ana Police Dept.,Santa Ana Police Facility,2004,2,357,18,9,1,385
Santa Barbara Sheriff's Dept.,Medium Security Facility,2004,2,56,15,147,14,232
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2004,2,390,72,175,24,661
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2004,2,1340,0,842,0,2182
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2004,2,0,322,0,137,459
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2004,2,1060,0,177,0,1237
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,2004,2,0,0,185,0,185
Santa Clara Probation Dept.,Womens Residential Center- S. Jose ,2004,2,0,0,0,38,38
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2004,2,0,0,0,27,27
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2004,2,270,32,90,12,404
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2004,2,0,0,79,0,79
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2004,2,0,0,91,0,91
Shasta Sheriff's Dept.,Shasta County Main Jail ,2004,2,232,41,71,24,368
Sierra Sheriff's Dept.,Sierra County Jail ,2004,2,5,1,2,0,8
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2004,2,77,8,19,4,108
Solano Sheriff's Dept.,Claybank Facility ,2004,2,199,0,160,0,359
Solano Sheriff's Dept.,Solano County Justice Center ,2004,2,453,117,91,43,704
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2004,2,436,82,96,17,631
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2004,2,134,13,325,45,517
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2004,2,305,108,73,59,545
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2004,2,105,0,176,0,281
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2004,2,295,0,75,0,370
Sutter Sheriff's Dept.,Sutter County Jail ,2004,2,158,28,81,28,295
Tehama Sheriff's Dept.,Tehama County Jail ,2004,2,81,10,79,13,183
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2004,2,17,6,15,0,38
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2004,2,379,74,156,64,673
Tulare Sheriff's Dept.,Men's Correctional Facility,2004,2,80,0,217,0,297
Tulare Sheriff's Dept.,Tulare County Jail ,2004,2,201,0,57,0,258
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2004,2,59,14,56,15,144
Ventura Sheriff's Dept.,Todd Road Jail,2004,2,427,0,406,0,833
Ventura Sheriff's Dept.,Ventura County Main Jail ,2004,2,371,138,151,75,735
Ventura Work Furlough,Ventura County Work Furlough ,2004,2,0,0,85,25,110
Yolo Sheriff's Dept.,Leinberger Center ,2004,2,98,23,11,3,135
Yolo Sheriff's Dept.,Monroe Detention Center ,2004,2,242,40,9,7,298
Yuba Sheriff's Dept.,Yuba County Jail ,2004,2,283,81,43,13,420
Alameda Sheriff's Dept.,Community Re-Entry Center,2004,3,0,0,0,0,0
Alameda Sheriff's Dept.,Glen Dyer Jail,2004,3,199,0,117,0,316
Alameda Sheriff's Dept.,Santa Rita Jail,2004,3,2539,281,784,179,3783
Amador Sheriff's Dept.,Amador County Jail,2004,3,41,9,27,9,86
Butte Sheriff's Dept.,Butte County Jail,2004,3,270,51,157,24,502
Calaveras Sheriff's Dept.,Calaveras County Jail,2004,3,42,8,24,3,77
Colusa Sheriff's Dept.,Colusa County Jail,2004,3,17,2,19,7,45
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2004,3,0,0,112,0,112
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2004,3,435,9,234,5,683
Contra Costa Sheriff's Dept.,West County Detention Facility ,2004,3,525,133,196,50,904
Del Norte Sheriff's Dept.,Del Norte County Jail,2004,3,48,12,11,28,99
El Dorado Sheriff's Dept.,El Dorado County Jail,2004,3,104,12,93,13,222
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2004,3,46,5,52,10,113
Fresno Sheriff's Dept.,Fresno County Main Jail,2004,3,797,0,166,0,963
Fresno Sheriff's Dept.,Fresno County Satellite Jail,2004,3,0,0,213,0,213
Fresno Sheriff's Dept.,Fresno North Annex Jail,2004,3,938,0,198,0,1136
Fresno Sheriff's Dept.,Fresno South Annex Jail,2004,3,195,252,33,85,565
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2004,3,73,10,56,6,145
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2004,3,207,37,110,17,371
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2004,3,57,0,278,0,335
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2004,3,231,17,33,20,301
Inyo Sheriff's Dept.,Inyo County Jail,2004,3,33,5,32,12,82
Kern Sheriff's Dept.,Central Receiving Facility,2004,3,91,32,27,6,156
Kern Sheriff's Dept.,Lerdo Minimum,2004,3,441,7,394,96,938
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2004,3,749,135,146,64,1094
Kings Sheriff's Dept.,Kings County Branch Jail ,2004,3,46,12,60,18,136
Kings Sheriff's Dept.,Kings County Main Jail,2004,3,69,5,63,5,142
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2004,3,154,3,56,44,257
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2004,3,38,9,35,9,91
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2004,3,122,0,148,0,270
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2004,3,4362,0,2093,0,6455
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2004,3,2112,0,765,0,2877
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2004,3,920,0,351,0,1271
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2004,3,1022,0,788,0,1810
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2004,3,1744,1476,513,446,4179
Madera Corrections Dept.,Madera Adult Correctional Fac,2004,3,176,22,107,15,320
Marin Sheriff's Dept.,Marin County Jail,2004,3,201,27,41,6,275
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2004,3,24,3,20,6,53
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2004,3,124,27,96,23,270
Merced Sheriff's Dept.,John Latorraca Correctional Center,2004,3,308,61,126,17,512
Merced Sheriff's Dept.,Merced County Jail ,2004,3,137,0,33,0,170
Modoc Sheriff's Dept.,Modoc County Jail,2004,3,9,2,11,7,29
Mono Sheriff's Dept.,Mono County Jail ,2004,3,10,1,16,1,28
Monterey Sheriff's Dept.,Monterey County Jail ,2004,3,434,76,173,54,737
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2004,3,129,0,272,0,401
Napa Corrections Dept.,Napa County Jail ,2004,3,43,4,160,25,232
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2004,3,69,9,75,17,170
Oakland Police Dept.,Oakland Jail,2004,3,109,20,0,0,129
Orange Sheriff's Dept.,Intake Release Center ,2004,3,273,138,163,174,748
Orange Sheriff's Dept.,James A Musick Facilities,2004,3,117,23,810,105,1055
Orange Sheriff's Dept.,Orange County Mens Jail ,2004,3,711,0,599,0,1310
Orange Sheriff's Dept.,Orange County Women's Jail,2004,3,0,131,0,197,328
Orange Sheriff's Dept.,Theo Lacy,2004,3,1154,0,898,0,2052
Placer Sheriff's Dept.,Placer County Main Jail ,2004,3,261,35,48,8,352
Placer Sheriff's Dept.,Placer County Minimum Security ,2004,3,7,3,109,23,142
Plumas Sheriff's Dept.,Plumas County Jail ,2004,3,21,4,25,8,58
Riverside Sheriff's Dept.,Blythe Jail ,2004,3,79,0,28,0,107
Riverside Sheriff's Dept.,Indio Jail ,2004,3,266,34,37,4,341
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2004,3,310,79,205,68,662
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2004,3,744,141,148,34,1067
Riverside Sheriff's Dept.,Southwest Detention Center,2004,3,904,2,190,0,1096
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2004,3,118,0,1455,0,1573
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2004,3,0,2,0,233,235
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2004,3,1449,250,147,29,1875
San Benito Sheriff's Dept.,San Benito Adult Detention ,2004,3,65,8,42,4,119
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2004,3,789,114,61,5,969
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2004,3,136,10,841,189,1176
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2004,3,2559,344,250,45,3198
San Diego Sheriff's Dept.,Descanso Detention Facility,2004,3,27,0,255,0,282
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2004,3,90,0,400,0,490
San Diego Sheriff's Dept.,George Bailey Detention Facility,2004,3,1038,0,419,0,1457
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2004,3,1,447,0,260,708
San Diego Sheriff's Dept.,San Diego Central Detention ,2004,3,677,0,185,0,862
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2004,3,433,0,66,0,499
